Word,meanings,image_file_path,image_url
grandiose,"grandiose
2. A reference to greatness by trying to achieve something important or difficult, but not sufficiently practical to be successful: The
grandiose",,
grapple,,,
gravid,2. An advanced stage of pregnancy.,,
gregarious,"gregarious
2. Tending to move towards, or to convene with, others of the same interests: The geese in the ravine near Rose's home are very
gregarious
3. Relating to being fond of socializing with other people: Maya's cat is not a very
gregarious
4. A clustering of plants in a manner that does not choke or inhibit the growth of the individual plants: The perennial flowers in the garden propagate, developing in a
gregarious
5. Animals tending to herd together: Buffalos tend to be very
gregarious
6. Etymology: ""living in flocks"" (such as, animals), from Latin
gregarius
grex, gregis
ageirein
agora

so you can see more of Mickey Bach's cartoons.","images\gregarious_1532_0.jpg,images\gregarious_1532_1.jpg","http://www.wordinfo.info/words/images/gregarious-1.jpg,http://www.wordinfo.info/words/images/gregarious-2.jpg"
grisly,"grisly
2. Referring to something that causes a person to shudder with horror: We had nightmares about the
grisly
gristly
grizzly
grizzly","images\grisly_1533_0.jpg,images\grisly_1533_1.jpg","http://www.wordinfo.info/words/images/grisly-1.jpg,http://www.wordinfo.info/words/images/grisly-2.jpg"
grizzle,"gristle
2. Tough matter in meat that is difficult to eat: Trisha and James complained that the restaurant served them cheap pieces of meat, full of
gristle
grizzle
2. To complain in a weak or annoying way: During the winter, Karin would
grizzle",,
grouch,,,
guffaw,,,
guile,"guile
2. Shrewdness as demonstrated by being skilled in deception: When the basketball team couldn't win by honest ways, they used
guiles",,
gumption,"gumption
so you can see more of Mickey Bach's cartoons.",images\gumption_1538_0.jpg,http://www.wordinfo.info/words/images/gumption-1.jpg
gustatory,"gustatory
so you can see more of Mickey Bach's cartoons.",images\gustatory_1539_0.jpg,http://www.wordinfo.info/words/images/gustatory-1.jpg
gusto,"2. Etymology: from Italian
gusto
gustus
gustare",,
qutrura,,,
habitue,"habitué


so you can see more of Mickey Bach's cartoons.","images\habitue_1542_0.jpg,images\habitue_1542_1.jpg,images\habitue_1542_2.jpg","http://www.wordinfo.info/words/images/habitue-1.jpg,http://www.wordinfo.info/words/images/habitue-2.jpg,http://www.wordinfo.info/words/images/habitue-3.jpg"
hackneyed,"hackneyed
2. Etymology: A
hack
hackney
hack

so you can see more of Mickey Bach's cartoons.","images\hackneyed_1543_0.jpg,images\hackneyed_1543_1.jpg","http://www.wordinfo.info/words/images/hackneyed-1.jpg,http://www.wordinfo.info/words/images/hackneyed-2.jpg"
haggard,"haggard
so you can see more of Mickey Bach's cartoons.",images\haggard_1544_0.jpg,http://www.wordinfo.info/words/images/haggard-1.jpg
hallow,"hallow
halo
2. A sense of idealized glory invested in a person: The woman who worked among the poor seemed almost to have a
halo
hollow
2. Descriptive of a sound made by hitting or beating a object that has an empty space in it: Striking the hollow log created a
hollow
3. Pertaining to an utterance which is empty and lacking in sincerity: Mildred gave a
hollow
hollow
holler",,
hapless,"hapless
hapless",,
harangue,"harangue
2. An oration or written speech that expresses strong emotions or beliefs: Some of the radio talk-show hosts spend most of their programs presenting one
harangue
harangues
arang
harangue
aringa
aringare
aringo, arring

so you can see more of Mickey Bach's cartoons.","images\harangue_1547_0.jpg,images\harangue_1547_1.jpg","http://www.wordinfo.info/words/images/harangue-1.jpg,http://www.wordinfo.info/words/images/harangue-2.jpg"
harbinger,"harbinger
2. Something that indicates or points out what is to come; a forerunner: The improvement in the company's sales is a
harbinger
harbingers
harbingers
herbengar
herbergeor
herbergier
herberge
heri
berga


so you can see more of Mickey Bach's cartoons.","images\harbinger_1548_0.jpg,images\harbinger_1548_1.jpg,images\harbinger_1548_2.jpg","http://www.wordinfo.info/words/images/harbinger-1.jpg,http://www.wordinfo.info/words/images/harbinger-2.jpg,http://www.wordinfo.info/words/images/harbinger-3.jpg"
harrorc,,,
harrowing,"harrowing


so you can see more of Mickey Bach's cartoons.","images\harrowing_1550_0.jpg,images\harrowing_1550_1.jpg,images\harrowing_1550_2.jpg","http://www.wordinfo.info/words/images/harrowing-1.jpg,http://www.wordinfo.info/words/images/harrowing-2.jpg,http://www.wordinfo.info/words/images/harrowing-3.jpg"
heckle,,,
heckle,,,
hedonism,"Hedonism
2. Pursuit of or devotion to pleasure; especially, to the pleasures of the senses: Pleasure is not the same as happiness, so
hedonism
3. In philosophy, the ethical doctrine holding that only what is pleasant or has enjoyable consequences is intrinsically good:
Hedonism
4. In psychology, the doctrine that behavior is motivated by the desire for happiness and the avoidance of pain: The psychiatrist encouraged his patient to follow the precepts of
hedonism
so you can see more of Mickey Bach's cartoons.",images\hedonism_1553_0.jpg,http://www.wordinfo.info/words/images/hedonism-1.jpg
herculean,,,
hermetic,"hermetic
hermetic
hermetic
hermetic society
hermetic
hermetic
4. Etymology: from New Latin, the adjective
hermeticus
Hermes Trismegistos",,
heterodox,2. Of persons holding opinions not in accord with some acknowledged standard; as in theology or in other matters of belief or opinion.,,
hiatus,"hiatus
2. A slight pause occurring when two adjacent vowels in consecutive syllables are pronounced, as in ""duality"": In Voni's English class she learned that the terms ""naive"" and ""cooperate"" were two good examples of
hiatuses
3. In anatomy, a separation, aperture, fissure, or short passage in an organ or a body part: The spinal cord passes through the
hiatus
4. In printing, a space where something is missing; especially, in manuscripts: The scholars detected a
hiatus
5. Etymology: from Latin
hiatus
hiare
so you can see more of Mickey Bach's cartoons.",images\hiatus_1557_0.jpg,http://www.wordinfo.info/words/images/hiatus-1.jpg
histrionic,"histrionic
2. A reference to being excessively dramatic or emotional, especially with the intention of drawing attention to oneself: The dinner guests suddenly stopped talking with each other when Rebecca unexpectedly burst out laughing in her
histrionic
3. Etymology: from Late Latin
histrionicus
so you can see more of Mickey Bach's cartoons.",images\histrionic_1558_0.jpg,http://www.wordinfo.info/words/images/histrionic-1.jpg
hoary,"hoary
2. Covered with fuzzy gray down or hair: The leaves on the strange plant in the garden were
hoary
3. Descriptive of someone or something which is old, respected, and considered ancient: The
hoary
hoary
4. Something which is overused or that which is old and stale from overuse and so it is not interesting nor funny because of being presented too often: Jake's jokes were getting
hoarier
5. Etymology: from Old English
har
Herr
Herr",,
hobgoblin,,,
hogwash,,,
holster,,,
hen,,,
homonvm,,,
honorific,,,
horology,,images\horology_1566_0.jpg,http://www.wordinfo.info/words/images/horology-1.jpg
horrendous,"horrendous
2. Very large, great, or high, often unreasonably or excessively so: The
horrendous
3. Hideous; appalling; shockingly dreadful: As a result of the hurricane, the
horrendous

so you can see more of Mickey Bach's cartoons.","images\horrendous_1567_0.jpg,images\horrendous_1567_1.jpg","http://www.wordinfo.info/words/images/horrendous-2.jpg,http://www.wordinfo.info/words/images/horrendous-1.jpg"
hubbub,,,
hyperbole,"hyperbola
hyperbole
2. A figure of speech in which exaggeration is used for emphasis or effect: Examples of
hyperbole","images\hyperbole_1569_0.jpg,images\hyperbole_1569_1.jpg,images\hyperbole_1569_2.jpg,images\hyperbole_1569_3.jpg","http://www.wordinfo.info/words/images/hyperbole-1.jpg,http://www.wordinfo.info/words/images/hyperbole-2.jpg,http://www.wordinfo.info/words/images/hyperbole-3.jpg,http://www.wordinfo.info/words/images/hyperbole-4.jpg"
iconoclast,"2. A person who destroys sacred religious images.
3. A breaker or destroyer of images; especially, those set up for religious veneration.
4. A person who attacks cherished beliefs, traditional institutions, etc., as being based on error or superstition.",,
ides,"Nones
ides
Nones
ides
Life of Julius Caesar
The Tragedy of Julius Caesar,",,
idiosyncrasy,"idiosyncrasy
2. In pharmacology, an abnormal reaction to a drug or food, sometimes specified as genetically determined, but not caused by an allergy: Gregorys
idiosyncrasy
3. The mental constitution peculiar to a person or class of people; an individual bent of mind or inclination; a view or feeling, a liking or aversion, peculiar to a single person, race, or nation: The
idiosyncrasy

so you can see more of Mickey Bach's cartoons.","images\idiosyncrasy_1572_0.jpg,images\idiosyncrasy_1572_1.jpg","http://www.wordinfo.info/words/images/idiosyncrasy-1.jpg,http://www.wordinfo.info/words/images/idiosyncrasy-2.jpg"
idolatry,"2. The worship of images that are not God.
3. Paying divine honors to images, statues, or natural objects as representations of deities.",,
idyll,"idle
2. Pertaining to a person who is unemployed; unoccupied; redundant: So many people have become
idle
idle
idol
2. Someone who is greatly loved or admired: Lenora was an actress who was the
idol
idyll
2. A narrative poem about an epic or romantic theme: Tennyson's
Idylls of the King
idyll
3. A scene or event of a simple and tranquil nature: Trish recalls living a pastoral
idyll
idyllic
idyllic",,
igneous,"2. In geology, a reference to being formed by solidification from a molten or partially molten state: Granite and basalt are
igneous",,
ignoble,"2. Relating to being without honor, character, or worth.",,
imbecile,,,
imbroglio,"imbroglio

so you can see more of Mickey Bach's cartoons.","images\imbroglio_1578_0.jpg,images\imbroglio_1578_1.jpg","http://www.wordinfo.info/words/images/imbroglio-1.jpg,http://www.wordinfo.info/words/images/imbroglio-2.jpg"
imbue,"imbrue
imbue",,
immanent,"emanate
eminent
2. Descriptive of something rising above other things or places: The snow-capped mountain was
eminent
immanent
2. Present throughout the universe, said of God: Transcendent,
immanent
immanent
3. Concerning a thought or an activity which occurs within the mind: Thinking or daydreaming is an
immanent
4. Pertaining to qualities or characteristics which are common throughout life: Self-preservation is an
immanent
immediate
2. Concerning something which should happen without disruption or delay: The telegram asked for an
immediate
3. Descriptive of one's position in relation to others; next in line: Stefan was Luisa's most
immediate
imminent
2. Immediate, ready to happen without further notice: Leaping onto the subway tracks places a person in
imminent",,
immutable,"immutable
immutable


so you can see more of Mickey Bach's cartoons.","images\immutable_1581_0.jpg,images\immutable_1581_1.jpg,images\immutable_1581_2.jpg","http://www.wordinfo.info/words/images/immutable-1.jpg,http://www.wordinfo.info/words/images/immutable-2.jpg,http://www.wordinfo.info/words/images/immutable-3.jpg"
impale,,,
impalpable,"impalpable
2. Pertaining to something which is difficult for the mind to grasp readily or easily: The
impalpable
3. Descriptive of something impossible to detect by touching it because it is extremely fine or small: The flour that Jim was rubbing between his fingers was so
impalpable
4. Etymology: from Late Latin directly, or via French,
impalpabilis
in
palpare
so you can see more of Mickey Bach's cartoons.",images\impalpable_1583_0.jpg,http://www.wordinfo.info/words/images/impalpable-1.jpg
impeccable,"impeccable
2. Concerning something or someone being without faults or errors: Dr. Browns reputation as an
impeccable
for a list of additional Mickey Bach illustrations.",images\impeccable_1584_0.jpg,http://www.wordinfo.info/words/images/impeccable-1.jpg
imperil,"imperil
2. To threaten with extinction: There are 10 animals which are faced with obliteration and are
imperiled
so you can see more of Mickey Bach's cartoons.",images\imperil_1585_0.jpg,http://www.wordinfo.info/words/images/imperil-1.jpg
imperlous,,,
impervlousness,,,
impetuous,"impetuous
2. A reference to violent force and being reckless, too hasty, and ill-considered: An
impetuous
impetuous

so you can see more Mickey Bach illustrations.","images\impetuous_1588_0.jpg,images\impetuous_1588_1.jpg","http://www.wordinfo.info/words/images/impetuous-2.jpg,http://www.wordinfo.info/words/images/impetuous-3.jpg"
